movie_name,year,imdb_rating,genres,director,cast
Royal Empire at Dawn,1991,7.3,Mystery,Greta Gerwig,"Anne Hathaway, Scarlett Johansson, Matt Damon"
Velvet Night,2021,6.1,"Horror, Thriller",Patty Jenkins,"Timothee Chalamet, Benedict Cumberbatch, Jessica Chastain"
Lonely Witness,2022,7.8,Horror,Quentin Tarantino,"Robert Downey Jr., Emma Stone, Jennifer Lawrence"
Eternal Shadow,2011,6.1,"Mystery, Thriller",Christopher Nolan,"Jake Gyllenhaal, Sandra Bullock, Robert Downey Jr."
Dark Fortress,2015,8.0,"Comedy, Drama",Sam Mendes,"Robert Downey Jr., Morgan Freeman, Amy Adams"
Frozen Phoenix,2000,8.7,"Comedy, Crime",David Fincher,"Natalie Portman, Sandra Bullock, Chris Hemsworth"
Scarlet Game,1992,8.4,Sci-Fi,Rian Johnson,"Benedict Cumberbatch, Oscar Isaac, Leonardo DiCaprio"
Neon Journey,2008,9.0,"Horror, Romance",Peter Jackson,"Benedict Cumberbatch, Morgan Freeman, Jessica Chastain"
Iron Voyage Reborn,1988,8.0,"Action, Horror, Mystery",Kathryn Bigelow,"Christian Bale, Jennifer Lawrence, Samuel L. Jackson"
Burning Witness,2018,5.4,"Action, Drama, Sci-Fi",Rian Johnson,"Natalie Portman, Jennifer Lawrence, Timothee Chalamet"
Wild Cipher,1996,5.8,"Comedy, Crime",Wes Anderson,"Oscar Isaac, Anne Hathaway, Christian Bale"
Blue Truth Beyond,2008,6.0,"Animation, Crime, Horror",Sam Mendes,"Tom Hanks, Timothee Chalamet, Gal Gadot"
Crimson Machine,2020,5.0,"Animation, Comedy, Fantasy",Edgar Wright,"Tom Hanks, Benedict Cumberbatch, Matt Damon"
Electric Phoenix Zero,2025,5.2,"Crime, Horror",Peter Jackson,"Florence Pugh, Samuel L. Jackson, Timothee Chalamet"
Crimson Kingdom Forever,2015,6.6,Horror,Edgar Wright,"Anne Hathaway, Robert Downey Jr., Christian Bale"
Forgotten Mirror Returns,2007,9.3,"Romance, Thriller",Jordan Peele,"Michael B. Jordan, Florence Pugh, Morgan Freeman"
Silver Trial of Tomorrow,2013,9.2,Fantasy,Damien Chazelle,"Johnny Depp, Margot Robbie, Michael B. Jordan"
Shadow City in Exile,2010,6.3,Adventure,Denis Villeneuve,"Anne Hathaway, Chris Hemsworth, Michael B. Jordan"
Iron Awakening,2002,5.1,"Drama, Mystery, Romance",Taika Waititi,"Ryan Gosling, Morgan Freeman, Samuel L. Jackson"
Midnight Mirror,1990,8.9,"Animation, Fantasy",Quentin Tarantino,"Scarlett Johansson, Emma Stone, Viola Davis"
Forgotten Code at Dawn,1990,9.1,Crime,Damien Chazelle,"Tom Hanks, Emma Stone, Michael B. Jordan"
Sacred Promise Forever,2013,6.6,"Animation, Mystery",Denis Villeneuve,"Leonardo DiCaprio, Brad Pitt, Gal Gadot"
Ancient Garden,2019,7.6,"Horror, Mystery",Ridley Scott,"Jake Gyllenhaal, Florence Pugh, Morgan Freeman"
Invisible Orbit of the Stars,2019,6.9,"Drama, Horror",Chloe Zhao,"Chris Hemsworth, Matt Damon, Emma Stone"
Wild Frontier,1985,9.1,"Crime, Drama",Wes Anderson,"Florence Pugh, Leonardo DiCaprio, Jake Gyllenhaal"
Radiant Promise of Shadows,2003,7.5,"Action, Mystery",Guy Ritchie,"Natalie Portman, Ryan Gosling, Keanu Reeves"
Final Hunter of the Stars,2009,8.4,"Adventure, Comedy, Crime",Bong Joon-ho,"Michael B. Jordan, Chris Hemsworth, Zendaya"
Hollow Machine at Dawn,2002,7.0,"Adventure, Animation, Comedy",Ridley Scott,"Johnny Depp, Scarlett Johansson, Michael B. Jordan"
Red Machine,2016,5.8,"Action, Drama",Ridley Scott,"Brad Pitt, Florence Pugh, Leonardo DiCaprio"
Crimson Odyssey of Tomorrow,1985,6.8,"Adventure, Animation",Christopher Nolan,"Benedict Cumberbatch, Natalie Portman, Anne Hathaway"
Storm Echo,1987,5.3,"Adventure, Animation",Steven Spielberg,"Robert Downey Jr., Jessica Chastain, Jennifer Lawrence"
Radiant Signal Forever,2009,8.4,Adventure,Guillermo del Toro,"Jake Gyllenhaal, Chris Hemsworth, Jennifer Lawrence"
Red Hunter,1987,6.7,"Adventure, Horror",Kathryn Bigelow,"Gal Gadot, Natalie Portman, Benedict Cumberbatch"
Shattered Season,2020,6.6,Crime,Wes Anderson,"Michael B. Jordan, Johnny Depp, Natalie Portman"
Last Truth,2000,8.5,"Action, Animation, Drama",Peter Jackson,"Timothee Chalamet, Scarlett Johansson, Jennifer Lawrence"
Silent Journey,2015,8.0,"Adventure, Drama",David Fincher,"Morgan Freeman, Benedict Cumberbatch, Emma Stone"
Lonely Code Reborn,2019,8.5,Animation,Wes Anderson,"Chris Hemsworth, Anne Hathaway, Florence Pugh"
Scarlet Island,1986,7.5,"Animation, Crime, Drama",Steven Spielberg,"Benedict Cumberbatch, Jake Gyllenhaal, Margot Robbie"
Neon Phoenix at Dawn,2007,9.0,"Horror, Thriller",Peter Jackson,"Samuel L. Jackson, Sandra Bullock, Oscar Isaac"
Forgotten Kingdom of Tomorrow,2003,7.2,"Drama, Mystery",Taika Waititi,"Leonardo DiCaprio, Jessica Chastain, Michael B. Jordan"
Burning Dream,2008,5.8,"Adventure, Drama",Rian Johnson,"Florence Pugh, Sandra Bullock, Jennifer Lawrence"
Storm Fortress Beyond,2011,8.7,"Adventure, Thriller",Kathryn Bigelow,"Gal Gadot, Emma Stone, Brad Pitt"
Fallen Signal,1997,7.8,Horror,James Cameron,"Scarlett Johansson, Brad Pitt, Timothee Chalamet"
Sacred Phoenix,2022,5.1,"Action, Drama",David Fincher,"Oscar Isaac, Jake Gyllenhaal, Emma Stone"
Secret Phoenix,1990,8.6,"Action, Drama, Sci-Fi",Chloe Zhao,"Amy Adams, Keanu Reeves, Ryan Gosling"
Last Cipher,1989,7.3,"Adventure, Comedy",Kathryn Bigelow,"Scarlett Johansson, Amy Adams, Chris Hemsworth"
Frozen Flame,2000,7.8,"Mystery, Thriller",Bong Joon-ho,"Amy Adams, Scarlett Johansson, Jessica Chastain"
Scarlet Witness,2012,6.5,Animation,Denis Villeneuve,"Florence Pugh, Jennifer Lawrence, Zendaya"
Shadow Night,2013,8.4,"Drama, Mystery",Sofia Coppola,"Samuel L. Jackson, Christian Bale, Ryan Gosling"
Blue Season,2021,7.0,"Fantasy, Mystery",Edgar Wright,"Robert Downey Jr., Christian Bale, Margot Robbie"
Final Empire,2003,6.3,Mystery,Ridley Scott,"Keanu Reeves, Johnny Depp, Leonardo DiCaprio"
Eternal Truth,1986,5.4,"Mystery, Thriller",Chloe Zhao,"Timothee Chalamet, Viola Davis, Tom Hanks"
Invisible Trial Beyond,2022,7.5,"Comedy, Crime",Greta Gerwig,"Emma Stone, Timothee Chalamet, Jennifer Lawrence"
Secret Legacy,2015,5.2,"Horror, Romance",Quentin Tarantino,"Oscar Isaac, Michael B. Jordan, Johnny Depp"
Royal Labyrinth,2006,8.3,"Fantasy, Thriller",Quentin Tarantino,"Samuel L. Jackson, Jessica Chastain, Chris Hemsworth"
Wicked Empire,2025,5.7,"Action, Crime, Mystery",Steven Spielberg,"Anne Hathaway, Florence Pugh, Timothee Chalamet"
Dust Shadow of Fire,2010,8.5,"Mystery, Romance, Thriller",Martin Scorsese,"Chris Hemsworth, Ryan Gosling, Johnny Depp"
Rising Heart in Exile,1988,5.6,"Adventure, Crime, Fantasy",Kathryn Bigelow,"Ryan Gosling, Jessica Chastain, Jake Gyllenhaal"
Fallen Garden,2016,6.1,"Comedy, Romance, Sci-Fi",Chloe Zhao,"Oscar Isaac, Amy Adams, Zendaya"
Dark Machine,2005,6.4,Adventure,Rian Johnson,"Ryan Gosling, Christian Bale, Natalie Portman"
Wicked Dream,1995,9.1,"Horror, Romance",Damien Chazelle,"Tom Hanks, Margot Robbie, Brad Pitt"
Eternal Flame,1994,9.1,Adventure,Edgar Wright,"Brad Pitt, Chris Hemsworth, Oscar Isaac"
Silver Empire Returns,2004,5.9,"Action, Drama, Horror",James Cameron,"Amy Adams, Florence Pugh, Natalie Portman"
Glass Mirror,2024,7.9,"Sci-Fi, Thriller",Christopher Nolan,"Jennifer Lawrence, Timothee Chalamet, Keanu Reeves"
Hidden Mirror Awakens,2024,7.9,"Action, Horror",Jordan Peele,"Leonardo DiCaprio, Emma Stone, Jennifer Lawrence"
Wild River Rise,2009,7.1,"Fantasy, Mystery",Ava DuVernay,"Scarlett Johansson, Keanu Reeves, Anne Hathaway"
Wicked Night at Dawn,2014,6.5,Action,David Fincher,"Viola Davis, Zendaya, Johnny Depp"
Final Kingdom Beyond,2007,6.1,"Comedy, Mystery",Peter Jackson,"Matt Damon, Brad Pitt, Michael B. Jordan"
Sacred Dream,2002,8.2,"Animation, Drama",Patty Jenkins,"Gal Gadot, Tom Hanks, Emma Stone"
Glass Cipher,1999,6.4,"Animation, Comedy, Romance",Bong Joon-ho,"Johnny Depp, Viola Davis, Oscar Isaac"
Neon Heart in Exile,2019,9.0,"Animation, Crime",Ava DuVernay,"Jake Gyllenhaal, Keanu Reeves, Zendaya"
Blue Game,2021,5.8,"Adventure, Drama",Chloe Zhao,"Florence Pugh, Amy Adams, Scarlett Johansson"
Rising Dream,2011,5.6,"Crime, Horror, Thriller",Ridley Scott,"Jessica Chastain, Natalie Portman, Scarlett Johansson"
Broken Cipher,2023,5.3,"Comedy, Romance",David Fincher,"Gal Gadot, Leonardo DiCaprio, Christian Bale"
Radiant Heart,2023,7.1,"Drama, Sci-Fi, Thriller",Denis Villeneuve,"Samuel L. Jackson, Jennifer Lawrence, Benedict Cumberbatch"
Shadow Flame of Shadows,1985,5.9,"Comedy, Fantasy",Edgar Wright,"Gal Gadot, Natalie Portman, Jessica Chastain"
Burning Island,2016,7.7,"Comedy, Horror",Bong Joon-ho,"Jennifer Lawrence, Jessica Chastain, Brad Pitt"
Sacred Season in Exile,2023,5.2,Mystery,Quentin Tarantino,"Margot Robbie, Sandra Bullock, Keanu Reeves"
Midnight Memory,1987,8.9,"Action, Mystery, Sci-Fi",James Cameron,"Johnny Depp, Margot Robbie, Jennifer Lawrence"
Silver Witness in Exile,1988,5.5,"Horror, Sci-Fi",Taika Waititi,"Emma Stone, Amy Adams, Zendaya"
Restless Night Beyond,2013,8.9,Animation,Taika Waititi,"Timothee Chalamet, Keanu Reeves, Jake Gyllenhaal"
Invisible Storm of the Stars,1995,6.6,Adventure,Quentin Tarantino,"Jake Gyllenhaal, Margot Robbie, Michael B. Jordan"
Glass Labyrinth,2017,9.0,"Fantasy, Mystery",Patty Jenkins,"Brad Pitt, Jessica Chastain, Morgan Freeman"
Royal Game Reborn,1988,9.0,"Crime, Horror, Thriller",Greta Gerwig,"Michael B. Jordan, Morgan Freeman, Scarlett Johansson"
Frozen Empire,2001,8.6,Horror,Wes Anderson,"Samuel L. Jackson, Benedict Cumberbatch, Florence Pugh"
Wicked Phoenix of the Stars,2015,8.9,"Adventure, Fantasy, Horror",Damien Chazelle,"Oscar Isaac, Leonardo DiCaprio, Chris Hemsworth"
Iron Cipher,1998,5.2,Animation,Ridley Scott,"Brad Pitt, Michael B. Jordan, Christian Bale"
Hidden Orbit,2004,6.3,"Action, Adventure",Quentin Tarantino,"Ryan Gosling, Morgan Freeman, Gal Gadot"
Wicked Orbit,1996,6.4,"Drama, Romance, Thriller",Steven Spielberg,"Emma Stone, Jessica Chastain, Johnny Depp"
Sacred Legacy,2020,8.8,Crime,Wes Anderson,"Tom Hanks, Scarlett Johansson, Jake Gyllenhaal"
Lonely Memory of Fire,1998,9.3,Adventure,Sam Mendes,"Amy Adams, Michael B. Jordan, Zendaya"
Radiant Awakening,2003,9.1,"Crime, Drama, Romance",Kathryn Bigelow,"Timothee Chalamet, Oscar Isaac, Christian Bale"
Hollow Orbit,2025,5.0,"Animation, Horror, Romance",David Fincher,"Jake Gyllenhaal, Johnny Depp, Natalie Portman"
Broken Witness,1992,7.5,"Fantasy, Romance",Bong Joon-ho,"Brad Pitt, Anne Hathaway, Christian Bale"
Secret Empire,2003,8.4,"Adventure, Crime",Greta Gerwig,"Zendaya, Florence Pugh, Anne Hathaway"
Lost City in Exile,2024,8.0,Animation,James Cameron,"Anne Hathaway, Sandra Bullock, Viola Davis"
Radiant Journey,2015,8.4,"Horror, Sci-Fi",Chloe Zhao,"Keanu Reeves, Anne Hathaway, Margot Robbie"
Electric Code,2004,6.5,"Mystery, Thriller",Christopher Nolan,"Natalie Portman, Timothee Chalamet, Gal Gadot"
Scarlet Legacy,2002,5.7,Drama,Patty Jenkins,"Michael B. Jordan, Florence Pugh, Sandra Bullock"
Wicked Labyrinth Zero,2004,8.9,"Action, Thriller",Peter Jackson,"Ryan Gosling, Emma Stone, Benedict Cumberbatch"
Wild Island,2004,5.2,"Crime, Mystery",Denis Villeneuve,"Scarlett Johansson, Christian Bale, Matt Damon"
Frozen Storm,2015,6.4,"Comedy, Drama",Wes Anderson,"Amy Adams, Samuel L. Jackson, Zendaya"
Ancient Game,1991,7.3,"Action, Comedy",Taika Waititi,"Jennifer Lawrence, Jake Gyllenhaal, Samuel L. Jackson"
Silent Promise,2023,7.3,Drama,Taika Waititi,"Keanu Reeves, Brad Pitt, Scarlett Johansson"
Shattered Dream,2004,6.4,"Comedy, Drama",James Cameron,"Johnny Depp, Robert Downey Jr., Florence Pugh"
Red Sky Forever,1992,7.4,Romance,Chloe Zhao,"Zendaya, Scarlett Johansson, Natalie Portman"
Forgotten Season of Shadows,2003,7.4,"Adventure, Animation",Greta Gerwig,"Oscar Isaac, Keanu Reeves, Anne Hathaway"
Last Heart of the Stars,1988,5.8,Fantasy,Steven Spielberg,"Emma Stone, Ryan Gosling, Jennifer Lawrence"
Wicked Destiny,2013,8.6,"Crime, Drama",James Cameron,"Jake Gyllenhaal, Jessica Chastain, Gal Gadot"
Golden Witness,1990,7.0,"Adventure, Crime, Horror",Rian Johnson,"Michael B. Jordan, Jake Gyllenhaal, Jessica Chastain"
Eternal Shadow in Exile,2001,8.5,"Animation, Fantasy",Ava DuVernay,"Viola Davis, Gal Gadot, Anne Hathaway"
Ancient Witness,1989,8.4,"Adventure, Drama, Horror",Taika Waititi,"Samuel L. Jackson, Morgan Freeman, Johnny Depp"
Wicked Orbit Unbound,1991,7.0,"Mystery, Sci-Fi",Martin Scorsese,"Matt Damon, Johnny Depp, Florence Pugh"
Restless Frontier at Dawn,1995,6.9,"Adventure, Drama, Fantasy",James Cameron,"Sandra Bullock, Jake Gyllenhaal, Timothee Chalamet"
Blue Orbit,2019,8.1,"Animation, Sci-Fi",Rian Johnson,"Emma Stone, Amy Adams, Viola Davis"
Storm Sky,2014,5.3,"Adventure, Mystery",Taika Waititi,"Morgan Freeman, Johnny Depp, Jennifer Lawrence"
Crimson Awakening,2009,8.6,"Horror, Sci-Fi",Rian Johnson,"Brad Pitt, Emma Stone, Natalie Portman"
Restless Empire,1994,5.9,"Crime, Fantasy, Mystery",Damien Chazelle,"Timothee Chalamet, Margot Robbie, Natalie Portman"
Ancient Promise,2004,6.8,"Adventure, Drama, Thriller",Sam Mendes,"Leonardo DiCaprio, Oscar Isaac, Zendaya"
Fallen Odyssey at Dawn,1988,8.8,Thriller,Chloe Zhao,"Sandra Bullock, Christian Bale, Scarlett Johansson"
Broken Hunter Unbound,2025,5.9,"Fantasy, Thriller",Patty Jenkins,"Jennifer Lawrence, Ryan Gosling, Florence Pugh"
Burning Garden Unbound,2008,5.1,"Animation, Crime, Thriller",Ridley Scott,"Leonardo DiCaprio, Emma Stone, Michael B. Jordan"
Storm Chronicle,1993,7.0,Animation,Jordan Peele,"Matt Damon, Ryan Gosling, Samuel L. Jackson"
Wicked Chronicle,2014,7.7,"Fantasy, Horror, Mystery",Guy Ritchie,"Chris Hemsworth, Morgan Freeman, Ryan Gosling"
Royal Phoenix,2000,7.1,"Fantasy, Mystery",Sam Mendes,"Christian Bale, Brad Pitt, Timothee Chalamet"
Wild Sky,1990,7.3,"Mystery, Thriller",Guillermo del Toro,"Jessica Chastain, Robert Downey Jr., Margot Robbie"
Glass Cipher of the Stars,1989,7.1,"Action, Romance",Sofia Coppola,"Florence Pugh, Jessica Chastain, Leonardo DiCaprio"
Dust Garden,2006,7.6,"Crime, Drama, Sci-Fi",Denis Villeneuve,"Brad Pitt, Jake Gyllenhaal, Viola Davis"
Shattered Orbit of Tomorrow,2022,7.7,"Action, Romance",Rian Johnson,"Johnny Depp, Matt Damon, Amy Adams"
Silver Phoenix Returns,2002,8.3,"Animation, Romance",Peter Jackson,"Robert Downey Jr., Samuel L. Jackson, Leonardo DiCaprio"
Wicked Signal,1994,8.5,"Animation, Crime, Drama",Ava DuVernay,"Chris Hemsworth, Benedict Cumberbatch, Morgan Freeman"
Hidden City,1994,6.9,"Fantasy, Horror",Guillermo del Toro,"Jennifer Lawrence, Chris Hemsworth, Gal Gadot"
Shadow Truth,2007,5.2,Sci-Fi,Peter Jackson,"Jessica Chastain, Sandra Bullock, Scarlett Johansson"
Invisible Voyage,2015,5.6,"Fantasy, Sci-Fi",Ava DuVernay,"Jennifer Lawrence, Benedict Cumberbatch, Robert Downey Jr."
Blue Empire of Tomorrow,2009,7.8,"Mystery, Sci-Fi",Steven Spielberg,"Scarlett Johansson, Viola Davis, Florence Pugh"
Blue Cipher,2002,6.7,"Crime, Thriller",Quentin Tarantino,"Robert Downey Jr., Michael B. Jordan, Timothee Chalamet"
Midnight Destiny,2018,5.0,"Animation, Sci-Fi",Sofia Coppola,"Florence Pugh, Leonardo DiCaprio, Gal Gadot"
Dark Empire Returns,2013,7.7,"Comedy, Crime",Peter Jackson,"Natalie Portman, Brad Pitt, Leonardo DiCaprio"
Last Awakening,1998,5.6,Thriller,Quentin Tarantino,"Emma Stone, Samuel L. Jackson, Oscar Isaac"
Royal Signal,1996,7.0,"Crime, Horror",Rian Johnson,"Viola Davis, Emma Stone, Michael B. Jordan"
Iron Chronicle,2005,6.7,"Adventure, Animation",Peter Jackson,"Jessica Chastain, Brad Pitt, Jennifer Lawrence"
Last Mirror,2001,6.7,"Adventure, Horror",Wes Anderson,"Viola Davis, Natalie Portman, Oscar Isaac"
Storm River Unbound,1998,5.3,Horror,Ava DuVernay,"Robert Downey Jr., Scarlett Johansson, Brad Pitt"
Royal Mirror,1986,5.7,"Action, Animation, Sci-Fi",Steven Spielberg,"Gal Gadot, Jennifer Lawrence, Robert Downey Jr."
Lonely Voyage,2017,7.4,"Fantasy, Horror, Sci-Fi",Edgar Wright,"Jessica Chastain, Matt Damon, Emma Stone"
Silent Labyrinth,2015,8.0,Romance,Chloe Zhao,"Viola Davis, Christian Bale, Anne Hathaway"
Final Code,1990,8.4,"Drama, Mystery",Martin Scorsese,"Sandra Bullock, Margot Robbie, Jessica Chastain"
Frozen Signal,2009,7.1,"Crime, Fantasy",Quentin Tarantino,"Michael B. Jordan, Jake Gyllenhaal, Christian Bale"
Red Flame,2022,6.4,"Fantasy, Horror",Martin Scorsese,"Matt Damon, Florence Pugh, Michael B. Jordan"
Neon Island,1986,5.2,Drama,Steven Spielberg,"Anne Hathaway, Matt Damon, Amy Adams"
Lost Truth,2018,5.3,"Animation, Mystery, Sci-Fi",Edgar Wright,"Timothee Chalamet, Chris Hemsworth, Viola Davis"
Rising Phoenix,2015,5.8,Comedy,Ava DuVernay,"Michael B. Jordan, Tom Hanks, Leonardo DiCaprio"
Last Promise,1991,7.6,"Animation, Romance, Thriller",Martin Scorsese,"Sandra Bullock, Scarlett Johansson, Benedict Cumberbatch"
Hollow Shadow Unbound,2006,9.2,"Adventure, Drama, Romance",Chloe Zhao,"Tom Hanks, Anne Hathaway, Sandra Bullock"
Secret Journey,2006,5.7,Adventure,Peter Jackson,"Tom Hanks, Jessica Chastain, Ryan Gosling"
Wild Fortress Rise,2022,7.7,Animation,Quentin Tarantino,"Matt Damon, Samuel L. Jackson, Michael B. Jordan"
Shadow Dream,1990,7.9,Action,Denis Villeneuve,"Viola Davis, Emma Stone, Jake Gyllenhaal"
Silver Frontier,2015,6.8,"Animation, Comedy",Jordan Peele,"Robert Downey Jr., Zendaya, Margot Robbie"
Burning Cipher,2023,8.4,"Horror, Thriller",Damien Chazelle,"Emma Stone, Michael B. Jordan, Sandra Bullock"
Scarlet Frontier Awakens,1992,7.2,Romance,Guy Ritchie,"Samuel L. Jackson, Jessica Chastain, Florence Pugh"
Invisible Truth Returns,1994,6.6,"Animation, Horror, Sci-Fi",Rian Johnson,"Viola Davis, Brad Pitt, Michael B. Jordan"
Secret Chronicle of Shadows,2014,5.8,Adventure,Edgar Wright,"Brad Pitt, Viola Davis, Florence Pugh"
Broken Phoenix,1989,5.9,"Horror, Thriller",Sam Mendes,"Timothee Chalamet, Anne Hathaway, Ryan Gosling"
Ancient Shadow,2005,6.7,"Adventure, Comedy",Edgar Wright,"Ryan Gosling, Samuel L. Jackson, Natalie Portman"
Eternal Legacy,2016,7.0,Fantasy,Ridley Scott,"Natalie Portman, Viola Davis, Oscar Isaac"
Sacred Echo Awakens,2025,7.5,"Comedy, Crime",Sofia Coppola,"Tom Hanks, Brad Pitt, Jake Gyllenhaal"
Iron Heart of Tomorrow,2011,8.5,"Comedy, Drama",Greta Gerwig,"Oscar Isaac, Morgan Freeman, Matt Damon"
Hollow Kingdom,2020,7.6,"Adventure, Fantasy",Kathryn Bigelow,"Benedict Cumberbatch, Samuel L. Jackson, Natalie Portman"
Invisible Machine of Fire,2000,7.6,"Drama, Fantasy",Sam Mendes,"Chris Hemsworth, Keanu Reeves, Viola Davis"
Rising Orbit,2011,5.1,Action,Wes Anderson,"Amy Adams, Jessica Chastain, Zendaya"
Glass Voyage,1991,8.2,"Adventure, Comedy, Horror",Chloe Zhao,"Jessica Chastain, Leonardo DiCaprio, Jake Gyllenhaal"
Secret Heart of the Stars,1990,7.0,Horror,Rian Johnson,"Johnny Depp, Morgan Freeman, Jake Gyllenhaal"
Royal Destiny of Tomorrow,1993,7.8,"Animation, Drama, Horror",Ava DuVernay,"Michael B. Jordan, Leonardo DiCaprio, Samuel L. Jackson"
Sacred City,2003,5.4,"Crime, Mystery, Romance",Sam Mendes,"Matt Damon, Natalie Portman, Gal Gadot"
Lonely Code,2008,5.2,Adventure,Patty Jenkins,"Christian Bale, Margot Robbie, Oscar Isaac"
Wild Signal,1989,7.1,"Animation, Drama",David Fincher,"Florence Pugh, Scarlett Johansson, Michael B. Jordan"
Restless Truth,1999,5.2,"Crime, Drama",Kathryn Bigelow,"Gal Gadot, Ryan Gosling, Robert Downey Jr."
Wild Trial,2017,7.3,Horror,Ava DuVernay,"Florence Pugh, Gal Gadot, Sandra Bullock"
Silver Island,1989,6.3,"Adventure, Horror",Martin Scorsese,"Jennifer Lawrence, Keanu Reeves, Morgan Freeman"
Dark River of Fire,1994,9.3,"Animation, Comedy, Mystery",Jordan Peele,"Leonardo DiCaprio, Johnny Depp, Ryan Gosling"
Neon Heart,2011,8.8,"Action, Sci-Fi, Thriller",Greta Gerwig,"Natalie Portman, Emma Stone, Leonardo DiCaprio"
Eternal Memory,2011,8.1,"Sci-Fi, Thriller",Sofia Coppola,"Benedict Cumberbatch, Timothee Chalamet, Gal Gadot"
Forgotten Island,2021,9.3,"Animation, Crime",Peter Jackson,"Chris Hemsworth, Benedict Cumberbatch, Christian Bale"
Last Game Reborn,2024,8.0,"Mystery, Thriller",Greta Gerwig,"Morgan Freeman, Sandra Bullock, Jake Gyllenhaal"
Rising Kingdom,2005,8.1,"Crime, Horror",Guy Ritchie,"Morgan Freeman, Natalie Portman, Florence Pugh"
Ancient Trial at Dawn,1995,5.6,"Action, Adventure",Patty Jenkins,"Viola Davis, Benedict Cumberbatch, Jessica Chastain"
Invisible Season at Dawn,2017,9.3,"Crime, Sci-Fi",Wes Anderson,"Keanu Reeves, Johnny Depp, Jessica Chastain"
Royal Game,2013,5.6,"Adventure, Thriller",Edgar Wright,"Benedict Cumberbatch, Keanu Reeves, Brad Pitt"
Forgotten Sky in Exile,1999,7.6,"Adventure, Drama, Thriller",Steven Spielberg,"Oscar Isaac, Michael B. Jordan, Natalie Portman"
Eternal Machine at Dawn,2013,7.7,Mystery,Patty Jenkins,"Natalie Portman, Benedict Cumberbatch, Anne Hathaway"
Dust Code,2008,6.5,"Animation, Drama, Fantasy",Patty Jenkins,"Christian Bale, Leonardo DiCaprio, Johnny Depp"
Shattered Island,1990,6.3,"Horror, Thriller",Edgar Wright,"Ryan Gosling, Matt Damon, Margot Robbie"
Blue Frontier in Exile,1990,5.3,"Comedy, Crime",Wes Anderson,"Samuel L. Jackson, Zendaya, Anne Hathaway"
Restless Labyrinth of the Stars,2002,5.6,"Animation, Horror, Mystery",Ava DuVernay,"Timothee Chalamet, Jessica Chastain, Viola Davis"
Burning Labyrinth,2004,8.5,"Horror, Mystery",Edgar Wright,"Margot Robbie, Chris Hemsworth, Leonardo DiCaprio"
Rising Mirror Zero,2025,8.0,"Adventure, Crime, Sci-Fi",Bong Joon-ho,"Morgan Freeman, Benedict Cumberbatch, Viola Davis"
Midnight Dream of Tomorrow,1989,7.8,"Horror, Romance",Sam Mendes,"Ryan Gosling, Samuel L. Jackson, Robert Downey Jr."
Radiant Sky in Exile,1986,8.9,"Animation, Romance",Steven Spielberg,"Tom Hanks, Anne Hathaway, Margot Robbie"
Fallen Trial Beyond,2011,5.3,"Action, Crime",Greta Gerwig,"Zendaya, Michael B. Jordan, Viola Davis"
Frozen Signal,2023,8.5,"Drama, Mystery",Sofia Coppola,"Sandra Bullock, Samuel L. Jackson, Gal Gadot"
Iron Echo Beyond,1994,7.1,Animation,Kathryn Bigelow,"Johnny Depp, Christian Bale, Jessica Chastain"
Lonely Kingdom at Dawn,1999,7.3,"Mystery, Romance",Ava DuVernay,"Sandra Bullock, Zendaya, Samuel L. Jackson"
Forgotten Sky Returns,1992,5.6,"Action, Horror",Guy Ritchie,"Johnny Depp, Jake Gyllenhaal, Christian Bale"
Red Awakening,2006,6.0,"Crime, Thriller",Christopher Nolan,"Amy Adams, Sandra Bullock, Scarlett Johansson"
Rising Shadow Reborn,1990,5.2,"Adventure, Sci-Fi, Thriller",Christopher Nolan,"Jessica Chastain, Benedict Cumberbatch, Ryan Gosling"
Crimson Journey,2017,5.3,Horror,Quentin Tarantino,"Viola Davis, Robert Downey Jr., Brad Pitt"
Silent River,2023,5.4,"Comedy, Romance",Denis Villeneuve,"Gal Gadot, Christian Bale, Leonardo DiCaprio"
Iron Destiny Zero,2017,8.4,"Mystery, Romance",Martin Scorsese,"Scarlett Johansson, Sandra Bullock, Timothee Chalamet"
Glass Truth,2003,9.1,"Action, Mystery",Edgar Wright,"Scarlett Johansson, Viola Davis, Natalie Portman"
Radiant Echo,1996,7.3,"Adventure, Animation, Sci-Fi",Guy Ritchie,"Jennifer Lawrence, Ryan Gosling, Natalie Portman"
Electric Sky,2005,8.4,Horror,Quentin Tarantino,"Zendaya, Tom Hanks, Benedict Cumberbatch"
Silver Fortress,1990,8.2,"Adventure, Horror",Patty Jenkins,"Johnny Depp, Margot Robbie, Oscar Isaac"
Red Shadow,2003,9.4,"Adventure, Comedy, Horror",Rian Johnson,"Christian Bale, Morgan Freeman, Leonardo DiCaprio"
Storm River of the Stars,1990,9.3,Animation,Patty Jenkins,"Jennifer Lawrence, Jake Gyllenhaal, Timothee Chalamet"
Shadow Legacy Beyond,1997,8.1,"Adventure, Comedy, Fantasy",Edgar Wright,"Benedict Cumberbatch, Robert Downey Jr., Jessica Chastain"
Restless Destiny of Shadows,2010,6.2,"Horror, Sci-Fi",Damien Chazelle,"Jennifer Lawrence, Benedict Cumberbatch, Zendaya"
